status	family	pval	qval	tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	gene_status	level	gene_type	num_cells_expressed	use_for_ordering
OK	negbinomial	0.407391234417705	0.734811093121108	ENSMUSG00000022131.2	-	-	ENSMUSG00000022131.2	Gpr180	-	chr14:118137126-118164232	-	1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	43	FALSE
OK	negbinomial	0.154736465216973	0.479698784607537	ENSMUSG00000022132.15	-	-	ENSMUSG00000022132.15	Cldn10	-	chr14:118787907-118875489	-	1,3,2,5,4	protein_coding	KNOWN	13	TRUE
OK	negbinomial	0.0363158507756026	0.230567115005402	ENSMUSG00000022136.7	-	-	ENSMUSG00000022136.7	Dnajc3	-	chr14:118937931-118981702	-	11,10,12,1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	59	FALSE
OK	negbinomial	0.0603239820454864	0.306152384100715	ENSMUSG00000022139.16	-	-	ENSMUSG00000022139.16	Mbnl2	-	chr14:120275668-120431697	-	1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	106	FALSE
OK	negbinomial	0.0361866563669315	0.2302537763446	ENSMUSG00000022151.16	-	-	ENSMUSG00000022151.16	Ttc33	-	chr15:5143860-5244187	-	1,3,2,5,4	protein_coding	KNOWN	115	FALSE
OK	negbinomial	0.0296085571090989	0.206690895234485	ENSMUSG00000022159.16	-	-	ENSMUSG00000022159.16	Rab2b	-	chr14:52261758-52305128	-	1,3,2,5,4,7,6,9,8	retained_intron,protein_coding,processed_transcript	KNOWN	92	FALSE
OK	negbinomial	0.60728747086132	0.858593392567485	ENSMUSG00000022160.17	-	-	ENSMUSG00000022160.17	Mettl3	-	chr14:52261758-52305128	-	11,10,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	40	FALSE
OK	negbinomial	0.357516305506204	0.696208758051618	ENSMUSG00000022174.8	-	-	ENSMUSG00000022174.8	Dad1	-	chr14:54235478-54254104	-	1,3,2	protein_coding	KNOWN	140	FALSE
OK	negbinomial	0.38329536621789	0.715320581615075	ENSMUSG00000022175.8	-	-	ENSMUSG00000022175.8	Lrp10	-	chr14:54464163-54471497	-	1,3,2,5,4,7,6	protein_coding	KNOWN	33	FALSE
OK	negbinomial	0.00476690992099762	0.0643881020006199	ENSMUSG00000022176.11	-	-	ENSMUSG00000022176.11	Rem2	-	chr14:54476099-54480431	-	1,3,2,5,4	retained_intron,protein_coding	KNOWN	36	FALSE
OK	negbinomial	0.191202882345792	0.526454931331634	ENSMUSG00000022177.8	-	-	ENSMUSG00000022177.8	Haus4	-	chr14:54541784-54554361	-	10,1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	12	FALSE
OK	negbinomial	0.00551449217577012	0.0714495540379081	ENSMUSG00000022180.6	-	-	ENSMUSG00000022180.6	Slc7a8	-	chr14:54722215-54781886	-	11,10,1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	34	FALSE
OK	negbinomial	0.587782115865376	0.848387456336255	ENSMUSG00000022184.8	-	-	ENSMUSG00000022184.8	Fbxo4	-	chr15:3965444-3979573	-	1,3,2,5,4,7,6	processed_transcript,protein_coding,retained_intron	KNOWN	20	FALSE
OK	negbinomial	0.285803013692452	0.629785743172806	ENSMUSG00000022185.18	-	-	ENSMUSG00000022185.18	Acin1	-	chr14:54631991-54690742	-	11,10,13,12,15,14,17,16,19,18,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding,processed_transcript	KNOWN	48	FALSE
OK	negbinomial	0.385771091926943	0.717439710365504	ENSMUSG00000022186.14	-	-	ENSMUSG00000022186.14	Oxct1	-	chr15:4021685-4155344	-	11,10,13,12,15,14,17,16,1,3,2,5,4,7,6,9,8	processed_transcript,protein_coding	KNOWN	105	FALSE
OK	negbinomial	0.942450772033674	0.983556403272857	ENSMUSG00000022191.15	-	-	ENSMUSG00000022191.15	Drosha	-	chr15:12824814-12935290	-	24,25,26,27,20,21,22,23,28,29,1,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,31,30,35,34,33,32	processed_transcript,protein_coding,retained_intron	KNOWN	21	FALSE
OK	negbinomial	0.508569570848494	0.801065023997243	ENSMUSG00000022193.6	-	-	ENSMUSG00000022193.6	Psmb5	-	chr14:54614119-54617995	-	1,3,2	protein_coding	KNOWN	139	FALSE
OK	negbinomial	0.309028557751907	0.654409631666593	ENSMUSG00000022194.15	-	-	ENSMUSG00000022194.15	Pabpn1	-	chr14:54883376-54898169	-	1,3,2,5,4,7,6	protein_coding	KNOWN	84	FALSE
OK	negbinomial	0.502451588267698	0.796834083140375	ENSMUSG00000022195.6	-	-	ENSMUSG00000022195.6	6030458C11Rik	-	chr15:12808176-12824657	-	1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	8	FALSE
OK	negbinomial	0.175208364635408	0.505879337414593	ENSMUSG00000022197.15	-	-	ENSMUSG00000022197.15	Pdzd2	-	chr15:12359710-12739924	-	24,20,21,22,23,1,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18	retained_intron,protein_coding,processed_transcript	KNOWN	11	FALSE
OK	negbinomial	0.963824260791599	0.988871743690041	ENSMUSG00000022199.10	-	-	ENSMUSG00000022199.10	Slc22a17	-	chr14:54906726-54913132	-	1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	140	FALSE
OK	negbinomial	0.478152675049157	0.784654865751044	ENSMUSG00000022200.7	-	-	ENSMUSG00000022200.7	Golph3	-	chr15:12321437-12351265	-	1,3,2,4	protein_coding	KNOWN	78	FALSE
OK	negbinomial	0.00603695519566263	0.0763704866854287	ENSMUSG00000022201.15	-	-	ENSMUSG00000022201.15	Zfr	-	chr15:12117830-12185683	-	11,10,13,12,15,14,17,16,19,18,20,1,3,2,5,4,7,6,9,8	processed_transcript,protein_coding,retained_intron	KNOWN	141	FALSE
OK	negbinomial	0.797217846443216	0.933553315304227	ENSMUSG00000022204.8	-	-	ENSMUSG00000022204.8	Ngdn	-	chr14:55015453-55024135	-	11,10,1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	68	FALSE
OK	negbinomial	0.0294373674842985	0.20563699497445	ENSMUSG00000022205.15	-	-	ENSMUSG00000022205.15	Sub1	-	chr15:11981338-11996983	-	1,3,2,5,4	retained_intron,protein_coding,processed_transcript	KNOWN	142	FALSE
OK	negbinomial	0.126410087258389	0.439204103391719	ENSMUSG00000022208.11	-	-	ENSMUSG00000022208.11	Jph4	-	chr14:55106829-55116935	-	1,3,2,5,4,6	retained_intron,protein_coding	KNOWN	13	FALSE
OK	negbinomial	0.418555802090989	0.744324059448091	ENSMUSG00000022210.6	-	-	ENSMUSG00000022210.6	Dhrs4	-	chr14:55478757-55490338	-	1,3,2,5,4,7,6,8	protein_coding	KNOWN	14	FALSE
OK	negbinomial	6.85647728230579e-13	6.33974822166656e-10	ENSMUSG00000022212.15	-	-	ENSMUSG00000022212.15	Cpne6	-	chr14:55510444-55517431	-	11,10,13,12,15,14,17,16,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	29	FALSE
OK	negbinomial	0.0351037344789105	0.22626114282953	ENSMUSG00000022214.14	-	-	ENSMUSG00000022214.14	Dcaf11	-	chr14:55559941-55576952	-	11,10,13,12,15,14,1,3,2,5,4,7,6,9,8	processed_transcript,protein_coding,retained_intron	KNOWN	96	FALSE
OK	negbinomial	0.735322316230909	0.910447990102826	ENSMUSG00000022216.16	-	-	ENSMUSG00000022216.16	Psme1	-	chr14:55578122-55585302	-	11,10,12,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	116	FALSE
OK	negbinomial	0.00183398991187787	0.0328406890734328	ENSMUSG00000022217.14	-	-	ENSMUSG00000022217.14	Emc9	-	chr14:55578122-55585302	-	1,3,2,5,4	retained_intron,protein_coding	KNOWN	124	FALSE
OK	negbinomial	0.548554702032084	0.827121124195507	ENSMUSG00000022223.8	-	-	ENSMUSG00000022223.8	Sdr39u1	-	chr14:55897285-55900232	-	1,3,2,5,4,6	protein_coding	KNOWN	119	FALSE
OK	negbinomial	0.21359165793325	0.555753342025595	ENSMUSG00000022228.13	-	-	ENSMUSG00000022228.13	Zscan26	-	chr13:21421274-21453730	-	1,3,2,5,4,6	protein_coding	KNOWN	65	FALSE
OK	negbinomial	0.40015719240994	0.730437689160356	ENSMUSG00000022234.14	-	-	ENSMUSG00000022234.14	Cct5	-	chr15:31590799-31601847	-	11,10,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	139	FALSE
OK	negbinomial	0.0280687454070889	0.199921015080883	ENSMUSG00000022235.14	-	-	ENSMUSG00000022235.14	Cmbl	-	chr15:31568790-31590119	-	1,3,2,5,4,6	protein_coding	KNOWN	70	FALSE
OK	negbinomial	0.329505378089103	0.674039946342517	ENSMUSG00000022236.9	-	-	ENSMUSG00000022236.9	Ropn1l	-	chr15:31441209-31453689	-	1,3,2,5,4	protein_coding	KNOWN	6	FALSE
OK	negbinomial	0.791500245869621	0.931406500862597	ENSMUSG00000022240.9	-	-	ENSMUSG00000022240.9	Ctnnd2	-	chr15:30172592-31029311	-	20,21,22,23,1,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18	protein_coding	KNOWN	41	FALSE
OK	negbinomial	0.734969062153686	0.910447990102826	ENSMUSG00000022241.5	-	-	ENSMUSG00000022241.5	Tars	-	chr15:11383662-11399658	-	11,10,13,12,15,14,17,16,19,18,1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	50	FALSE
OK	negbinomial	0.0796636403329588	0.351522293200227	ENSMUSG00000022244.6	-	-	ENSMUSG00000022244.6	Amacr	-	chr15:10981755-10996624	-	1,3,2,5,4	protein_coding	KNOWN	25	FALSE
OK	negbinomial	0.720963695061492	0.905905468587957	ENSMUSG00000022247.12	-	-	ENSMUSG00000022247.12	Brix1	-	chr15:10474778-10485947	-	10,1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	42	FALSE
OK	negbinomial	0.234094469503783	0.579145242776622	ENSMUSG00000022248.14	-	-	ENSMUSG00000022248.14	Rad1	-	chr15:10486017-10499063	-	1,3,2,5,4,6	retained_intron,protein_coding	KNOWN	33	FALSE
OK	negbinomial	0.571781471668669	0.839999583487659	ENSMUSG00000022253.14	-	-	ENSMUSG00000022253.14	Nadk2	-	chr15:9071259-9110487	-	11,10,13,12,14,1,3,2,5,4,7,6,9,8	processed_transcript,protein_coding,retained_intron	KNOWN	18	FALSE
OK	negbinomial	0.139042605486966	0.459454951399588	ENSMUSG00000022255.15	-	-	ENSMUSG00000022255.15	Mtdh	-	chr15:34082693-34142386	-	11,10,12,1,3,2,5,4,7,6,9,8	protein_coding,retained_intron,processed_transcript	KNOWN	56	TRUE
OK	negbinomial	5.02923858856204e-05	0.00223372863250063	ENSMUSG00000022257.3	-	-	ENSMUSG00000022257.3	Laptm4b	-	chr15:34238025-34284295	-	1,3,2,5,4,7,6	protein_coding	KNOWN	87	FALSE
OK	negbinomial	0.0601944496401931	0.306152384100715	ENSMUSG00000022261.5	-	-	ENSMUSG00000022261.5	Sdc2	-	chr15:32920722-33034730	-	1,3,2,5,4	processed_transcript,protein_coding	KNOWN	100	FALSE
OK	negbinomial	0.16737340693662	0.495404853403761	ENSMUSG00000022265.6	-	-	ENSMUSG00000022265.6	Ank	-	chr15:27466676-27594909	-	11,10,12,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	39	FALSE
OK	negbinomial	0.33214830869716	0.675817464426935	ENSMUSG00000022269.13	-	-	ENSMUSG00000022269.13	March11	-	chr15:26309047-26409576	-	1,3,2,4	protein_coding,retained_intron	KNOWN	14	FALSE
OK	negbinomial	0.0967055870929591	0.388293266539414	ENSMUSG00000022270.15	-	-	ENSMUSG00000022270.15	Fam134b	-	chr15:25843263-25973687	-	1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	63	FALSE
OK	negbinomial	0.00254352397363693	0.0404221598997831	ENSMUSG00000022272.17	-	-	ENSMUSG00000022272.17	Myo10	-	chr15:25622524-25813673	-	24,25,26,27,20,21,22,23,28,29,40,41,1,3,2,5,4,7,6,9,8,39,38,11,10,13,12,15,14,17,16,19,18,31,30,37,36,35,34,33,32	retained_intron,protein_coding,processed_transcript	KNOWN	18	TRUE
OK	negbinomial	0.0575591610988304	0.297779362938049	ENSMUSG00000022280.8	-	-	ENSMUSG00000022280.8	Rnf19a	-	chr15:36239933-36283147	-	10,1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	7	FALSE
OK	negbinomial	0.267292670295669	0.611753769031784	ENSMUSG00000022283.14	-	-	ENSMUSG00000022283.14	Pabpc1	-	chr15:36595660-36608973	-	11,10,13,12,15,14,1,3,2,5,4,7,6,9,8	processed_transcript,protein_coding	KNOWN	47	FALSE
OK	negbinomial	0.0345857215318969	0.224630506833284	ENSMUSG00000022285.16	-	-	ENSMUSG00000022285.16	Ywhaz	-	chr15:36770769-36794547	-	1,3,2,5,4,7,6	retained_intron,protein_coding	KNOWN	144	FALSE
OK	negbinomial	0.345998302162968	0.686843842843137	ENSMUSG00000022292.15	-	-	ENSMUSG00000022292.15	Rrm2b	-	chr15:37923951-37961318	-	1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	9	FALSE
OK	negbinomial	0.000622541194253444	0.0155303817437771	ENSMUSG00000022295.7	-	-	ENSMUSG00000022295.7	Atp6v1c1	-	chr15:38661903-38692443	-	11,10,13,12,1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	135	FALSE
OK	negbinomial	0.666705669756422	0.883286625647318	ENSMUSG00000022296.8	-	-	ENSMUSG00000022296.8	Baalc	-	chr15:38726868-39006185	-	1,3,2	protein_coding	KNOWN	29	FALSE
OK	negbinomial	0.220601054307714	0.562060450646681	ENSMUSG00000022299.8	-	-	ENSMUSG00000022299.8	Slc25a32	-	chr15:39094190-39112716	-	1,3,2,5,4,7,6	protein_coding	KNOWN	9	FALSE
OK	negbinomial	0.035584945862485	0.22806205694224	ENSMUSG00000022300.9	-	-	ENSMUSG00000022300.9	Dcaf13	-	chr15:39112864-39146856	-	11,10,1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	51	FALSE
OK	negbinomial	0.00100906458634789	0.0217047413756222	ENSMUSG00000022305.12	-	-	ENSMUSG00000022305.12	Lrp12	-	chr15:39870602-39943994	-	1,3,2,5,4,7,6	retained_intron,protein_coding	KNOWN	13	FALSE
OK	negbinomial	0.0847995843796017	0.363831002050928	ENSMUSG00000022307.15	-	-	ENSMUSG00000022307.15	Oxr1	-	chr15:41447481-41861048	-	11,10,13,12,15,14,17,16,1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	115	FALSE
OK	negbinomial	0.00050466201901614	0.0133669723838884	ENSMUSG00000022309.8	-	-	ENSMUSG00000022309.8	Angpt1	-	chr15:42424726-42704616	-	1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	32	FALSE
OK	negbinomial	0.415471249388842	0.741231025703195	ENSMUSG00000022311.15	-	-	ENSMUSG00000022311.15	Csmd3	-	chr15:47580636-48792063	-	56,54,42,48,43,60,61,62,63,64,49,66,67,68,69,52,53,24,25,26,27,20,21,22,23,46,47,44,45,28,29,40,41,1,3,2,5,4,7,6,9,8,51,39,65,38,71,70,59,58,11,10,13,12,15,14,17,16,19,18,31,30,37,36,35,34,33,55,32,57,50	retained_intron,protein_coding,processed_transcript	KNOWN	33	FALSE
OK	negbinomial	0.154787018352584	0.479698784607537	ENSMUSG00000022312.10	-	-	ENSMUSG00000022312.10	Eif3h	-	chr15:51786557-51865481	-	1,3,2,5,4,7,6,8	protein_coding	KNOWN	138	FALSE
OK	negbinomial	0.59976256756515	0.854726786423586	ENSMUSG00000022313.10	-	-	ENSMUSG00000022313.10	Utp23	-	chr15:51877428-51884614	-	1,3,2	protein_coding	KNOWN	18	FALSE
OK	negbinomial	0.846184091626135	0.951142218961376	ENSMUSG00000022314.9	-	-	ENSMUSG00000022314.9	Rad21	-	chr15:51962604-51991760	-	11,10,13,12,14,1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	12	FALSE
OK	negbinomial	0.308380891780892	0.653532721932734	ENSMUSG00000022321.15	-	-	ENSMUSG00000022321.15	Cdh10	-	chr15:18818946-19014236	-	11,10,12,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	12	FALSE
OK	negbinomial	0.0682016439061732	0.323530290542075	ENSMUSG00000022323.11	-	-	ENSMUSG00000022323.11	Hrsp12	-	chr15:34484020-34495255	-	1,3,2,5,4,6	retained_intron,protein_coding,processed_transcript	KNOWN	61	FALSE
OK	negbinomial	0.906958174553997	0.971906793898486	ENSMUSG00000022329.14	-	-	ENSMUSG00000022329.14	Stk3	-	chr15:34875495-35155806	-	11,10,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	13	FALSE
OK	negbinomial	0.208701837929535	0.54878655470044	ENSMUSG00000022336.2	-	-	ENSMUSG00000022336.2	Eif3e	-	chr15:43250039-43282736	-	11,10,13,12,1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	122	FALSE
OK	negbinomial	0.574164048013908	0.841280843360706	ENSMUSG00000022337.6	-	-	ENSMUSG00000022337.6	Emc2	-	chr15:43477228-43527777	-	11,10,1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	108	FALSE
OK	negbinomial	0.053933993480477	0.287859275045693	ENSMUSG00000022338.6	-	-	ENSMUSG00000022338.6	Eny2	-	chr15:44375226-44437685	-	1,3,2,5,4	protein_coding	KNOWN	51	FALSE
OK	negbinomial	0.22509487030919	0.567254689275215	ENSMUSG00000022339.8	-	-	ENSMUSG00000022339.8	Ebag9	-	chr15:44619640-44641024	-	1,3,2,5,4,7,6	protein_coding	KNOWN	40	FALSE
OK	negbinomial	0.0502135055059215	0.278170786765102	ENSMUSG00000022340.14	-	-	ENSMUSG00000022340.14	Sybu	-	chr15:44671858-44805827	-	1,3,2,5,4,7,6,8	protein_coding	KNOWN	95	FALSE
OK	negbinomial	0.373202233605176	0.70712368070012	ENSMUSG00000022346.14	-	-	ENSMUSG00000022346.14	Myc	-	chr15:61985340-61990374	-	1,3,2	protein_coding	KNOWN	22	FALSE
OK	negbinomial	0.0502795510448861	0.27836057794872	ENSMUSG00000022350.6	-	-	ENSMUSG00000022350.6	E430025E21Rik	-	chr15:59331997-59374167	-	24,25,26,27,20,21,22,23,28,29,1,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18	protein_coding	KNOWN	27	FALSE
OK	negbinomial	0.0230435876011765	0.175562793626641	ENSMUSG00000022351.14	-	-	ENSMUSG00000022351.14	Sqle	-	chr15:59315076-59331192	-	11,10,1,3,2,5,4,7,6,9,8	protein_coding,retained_intron	KNOWN	94	FALSE
OK	negbinomial	0.643508811644811	0.876657932392094	ENSMUSG00000022354.3	-	-	ENSMUSG00000022354.3	Ndufb9	-	chr15:58933809-58939489	-	1,3,2,4	protein_coding	KNOWN	142	FALSE
OK	negbinomial	0.609374205865089	0.859091422138041	ENSMUSG00000022359.9	-	-	ENSMUSG00000022359.9	Wdyhv1	-	chr15:58141435-58158652	-	1,3,2,5,4,6	protein_coding	KNOWN	64	FALSE
OK	negbinomial	0.698075094006423	0.896027483737927	ENSMUSG00000022361.14	-	-	ENSMUSG00000022361.14	Zhx1	-	chr15:58022258-58076541	-	1,3,2,5,4	retained_intron,protein_coding	KNOWN	70	FALSE
OK	negbinomial	0.390085921505913	0.721888955990029	ENSMUSG00000022364.14	-	-	ENSMUSG00000022364.14	Tbc1d31	-	chr15:57912198-57970067	-	11,10,13,12,15,14,17,16,19,18,20,1,3,2,5,4,7,6,9,8,21	processed_transcript,protein_coding,retained_intron	KNOWN	7	FALSE
OK	negbinomial	0.0768667218184726	0.34456211001132	ENSMUSG00000022365.5	-	-	ENSMUSG00000022365.5	Derl1	-	chr15:57869501-57892418	-	1,3,2,5,4,7,6,8	protein_coding	KNOWN	109	FALSE
OK	negbinomial	0.111507749709775	0.417849978635431	ENSMUSG00000022370.13	-	-	ENSMUSG00000022370.13	Mrpl13	-	chr15:55534093-55626423	-	1,3,2,5,4,7,6	retained_intron,protein_coding	KNOWN	90	FALSE
OK	negbinomial	0.6455980625819	0.876920124802418	ENSMUSG00000022375.6	-	-	ENSMUSG00000022375.6	Lrrc6	-	chr15:66379857-66500910	-	11,10,12,1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	23	FALSE
OK	negbinomial	3.07171869334818e-05	0.00150929714154804	ENSMUSG00000022376.7	-	-	ENSMUSG00000022376.7	Adcy8	-	chr15:64699041-64937996	-	11,10,13,12,15,14,17,16,18,1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	27	FALSE
OK	negbinomial	0.769840916008122	0.923686683403983	ENSMUSG00000022377.16	-	-	ENSMUSG00000022377.16	Asap1	-	chr15:64086856-64382919	-	24,25,26,27,20,21,22,23,28,29,1,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18,31,30	retained_intron,protein_coding,processed_transcript	KNOWN	59	FALSE
OK	negbinomial	0.0287027173742773	0.202348865042358	ENSMUSG00000022378.13	-	-	ENSMUSG00000022378.13	Fam49b	-	chr15:63929096-64060448	-	11,10,12,1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	91	FALSE
OK	negbinomial	0.752449135502083	0.917945607798852	ENSMUSG00000022386.12	-	-	ENSMUSG00000022386.12	Trmu	-	chr15:85879319-85897394	-	11,10,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding,processed_transcript	KNOWN	67	TRUE
OK	negbinomial	0.412893686998405	0.739225786034286	ENSMUSG00000022389.14	-	-	ENSMUSG00000022389.14	Tef	-	chr15:81800790-81826861	-	1,3,2,4	processed_transcript,protein_coding,retained_intron	KNOWN	16	FALSE
OK	negbinomial	0.0228009520279557	0.17449030767561	ENSMUSG00000022391.15	-	-	ENSMUSG00000022391.15	Rangap1	-	chr15:81704247-81729919	-	11,10,13,12,15,14,17,16,1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	129	FALSE
OK	negbinomial	0.9846261006067	0.993447046772726	ENSMUSG00000022394.14	-	-	ENSMUSG00000022394.14	L3mbtl2	-	chr15:81663888-81697287	-	11,10,13,12,15,14,17,16,18,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding,processed_transcript	KNOWN	33	FALSE
OK	negbinomial	0.126457562771456	0.439204103391719	ENSMUSG00000022400.8	-	-	ENSMUSG00000022400.8	Rbx1	-	chr15:81466315-81476369	-	1,3,2,5,4	protein_coding	KNOWN	137	FALSE
OK	negbinomial	0.204270126542993	0.545023991885829	ENSMUSG00000022401.11	-	-	ENSMUSG00000022401.11	Xpnpep3	-	chr15:81400137-81456807	-	10,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding,processed_transcript	KNOWN	7	FALSE
OK	negbinomial	0.422126430327363	0.747987443006901	ENSMUSG00000022403.14	-	-	ENSMUSG00000022403.14	St13	-	chr15:81363668-81400077	-	11,10,12,1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	129	FALSE
OK	negbinomial	0.868687529742607	0.959500002093446	ENSMUSG00000022404.7	-	-	ENSMUSG00000022404.7	Slc25a17	-	chr15:81318920-81360765	-	1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	83	TRUE
OK	negbinomial	0.0191888321011633	0.156762740000749	ENSMUSG00000022407.8	-	-	ENSMUSG00000022407.8	Adsl	-	chr15:80948489-80970947	-	11,10,13,12,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	82	FALSE
OK	negbinomial	0.554656142815774	0.83059594060354	ENSMUSG00000022412.12	-	-	ENSMUSG00000022412.12	Mief1	-	chr15:80234079-80253366	-	1,3,2,5,4,7,6	protein_coding	KNOWN	10	FALSE
OK	negbinomial	0.407590963628666	0.734811093121108	ENSMUSG00000022414.7	-	-	ENSMUSG00000022414.7	Tab1	-	chr15:80133153-80161701	-	11,10,1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	24	FALSE
OK	negbinomial	0.0897280459760072	0.372956254851642	ENSMUSG00000022415.12	-	-	ENSMUSG00000022415.12	Syngr1	-	chr15:80077793-80119501	-	1,3,2,4	protein_coding	KNOWN	134	FALSE
OK	negbinomial	0.0784843462841181	0.3485870244785	ENSMUSG00000022419.15	-	-	ENSMUSG00000022419.15	Deptor	-	chr15:55099916-55259271	-	1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	16	TRUE
OK	negbinomial	0.579625666553832	0.843301126271541	ENSMUSG00000022420.15	-	-	ENSMUSG00000022420.15	Dnal4	-	chr15:79761452-79777849	-	1,3,2,5,4	processed_transcript,protein_coding	KNOWN	66	FALSE
OK	negbinomial	0.290363919456915	0.634434248076538	ENSMUSG00000022421.18	-	-	ENSMUSG00000022421.18	Nptxr	-	chr15:79786351-79834688	-	1,3,2,5,4	processed_transcript,protein_coding	KNOWN	87	FALSE
OK	negbinomial	0.598771014249222	0.854726786423586	ENSMUSG00000022425.15	-	-	ENSMUSG00000022425.15	Enpp2	-	chr15:54838897-54920146	-	24,25,26,20,21,22,23,1,3,2,5,4,7,6,9,8,11,10,13,12,15,14,17,16,19,18	protein_coding	KNOWN	38	TRUE
OK	negbinomial	0.951373969463761	0.985286908720525	ENSMUSG00000022426.5	-	-	ENSMUSG00000022426.5	Josd1	-	chr15:79674249-79687872	-	1,3,2,4	protein_coding	KNOWN	9	FALSE
OK	negbinomial	0.0852639061071235	0.364493956510746	ENSMUSG00000022427.3	-	-	ENSMUSG00000022427.3	Tomm22	-	chr15:79670860-79672862	-	1,3,2,4	processed_transcript,protein_coding	KNOWN	116	FALSE
OK	negbinomial	0.126151704061512	0.438963045504496	ENSMUSG00000022428.7	-	-	ENSMUSG00000022428.7	Cby1	-	chr15:79659226-79667660	-	1,3,2,5,4	protein_coding	KNOWN	102	FALSE
OK	negbinomial	0.126108169951759	0.438963045504496	ENSMUSG00000022433.18	-	-	ENSMUSG00000022433.18	Csnk1e	-	chr15:79417855-79443919	-	11,10,1,3,2,5,4,7,6,9,8	retained_intron,protein_coding	KNOWN	43	FALSE
OK	negbinomial	0.010737409216006	0.111552797891723	ENSMUSG00000022434.7	-	-	ENSMUSG00000022434.7	Fam118a	-	chr15:85037061-85062828	-	1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	46	FALSE
OK	negbinomial	0.134039797529538	0.451729218248155	ENSMUSG00000022435.5	-	-	ENSMUSG00000022435.5	Upk3a	-	chr15:85017140-85022560	-	1,3,2,5,4,6	protein_coding	KNOWN	15	FALSE
OK	negbinomial	0.00483652050826176	0.0650691138750402	ENSMUSG00000022436.15	-	-	ENSMUSG00000022436.15	Sh3bp1	-	chr15:78899666-78919517	-	11,10,13,12,15,14,17,16,18,1,3,2,5,4,7,6,9,8	processed_transcript,protein_coding	KNOWN	124	FALSE
OK	negbinomial	0.343879778353049	0.685706668734258	ENSMUSG00000022437.6	-	-	ENSMUSG00000022437.6	Samm50	-	chr15:84192232-84214303	-	11,10,13,12,15,14,1,3,2,5,4,7,6,9,8	protein_coding	KNOWN	102	FALSE
OK	negbinomial	0.182328503641239	0.515013214939578	ENSMUSG00000022442.15	-	-	ENSMUSG00000022442.15	Ttll1	-	chr15:83483771-83510893	-	11,10,12,1,3,2,5,4,7,6,9,8	processed_transcript,protein_coding	KNOWN	103	FALSE
OK	negbinomial	0.10042902774959	0.396684909219838	ENSMUSG00000022450.5	-	-	ENSMUSG00000022450.5	Ndufa6	-	chr15:82350138-82354291	-	1,3,2	protein_coding	KNOWN	144	FALSE
